,actions,availability,bucket_name,discount_asked,discount_obtained,id,nightly_price,nightly_price_scraped,response
94,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$815536363.0.0""><span data-reactid="".4.3.0:$815536363.0.0.0""><span data-reactid="".4.3.0:$815536363.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$815536363.0.0.0.$0"">Ieri alle 09:21</span></span></span>]",-1,days3_weeks1,0.7,0,840118,55.0,$70,"Hi Michel, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-27 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
95,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$815010268.0.0""><span data-reactid="".4.3.0:$815010268.0.0.0""><span data-reactid="".4.3.0:$815010268.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$815010268.0.0.0.$0"">lo scorso Sabato alle 20:17</span></span></span>]",-1,days3_weeks1,0.8,0,3312417,82.0,$99,"Hi there Michele, so sorry but the room wont be available..
Best of luck! *************** Hi Jessica, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-27 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
96,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$815028911.0.0""><span data-reactid="".4.3.0:$815028911.0.0.0""><span data-reactid="".4.3.0:$815028911.0.0.0.$0"">Mich</span><span data-reactid="".4.3.0:$815028911.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".4.3.0:$815028911.0.0.0.$1"">$183</span><span data-reactid="".4.3.0:$815028911.0.0.0.3"">/notte</span></span></span>]",-1,days3_weeks1,0.9,0,3847916,161.0,$183,"Hi Michele,
Thank you for your inquiry and the intro about yourself. 
You guys sound like a good group of people. I can do set the rate for the 6 of you 550 including the cleaning fee. That's 30 a night per person. 
I would need the apartment back at 10 am on the 1st. Would that be ok with you? 
I will send the special offer for if you decide to book. 

Kind regards, 
Michelle  *************** Hi Mich, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-29 to 2016-04-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 5 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $140/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
97,[],-1,days3_weeks1,0.7,0,841463,52.0,$91,"Hi Ellie, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-27 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
98,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$815162813.0.0""><span data-reactid="".4.3.0:$815162813.0.0.0""><span data-reactid="".4.3.0:$815162813.0.0.0.$0"">Beatrix</span><span data-reactid="".4.3.0:$815162813.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$815162813.0.0.0.$1"">lo scorso Sabato alle 22:45</span></span></span>]",-1,days3_weeks1,0.8,0,1578776,64.0,$104,"Good Afternoon, 
Just checking in, did you get my email yesterday?
Beatrix *************** Hi Michele,
I'm happy for your request, but becose it was January and February no guest at all I have hard time to pay my rent too.Im sorry I can't lower the price I have to cach up with my expenses So sorry. 
If is still ok with you please come ,I'll be  happy to host you and give really useful tips for saving money in NewYork.Thanks again Beatrix *************** Hi Beatrix, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-31 to 2016-04-03. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $50/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
99,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817722191.0.0""><span data-reactid="".4.3.0:$817722191.0.0.0""><span data-reactid="".4.3.0:$817722191.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$817722191.0.0.0.$0"">Oggi alle 20:05</span></span></span>]",-1,days3_weeks1,0.6,0,7268688,72.0,$81,"To offer about half the amount I choose is pretty offensive  *************** Hi Robert, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
100,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817323504.0.0""><span data-reactid="".4.3.0:$817323504.0.0.0""><span data-reactid="".4.3.0:$817323504.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$817323504.0.0.0.$0"">Oggi alle 15:49</span></span></span>]",-1,days3_weeks1,0.9,0,1581286,37.0,$48,"I'm out of town sorry *************** Hi Ryan, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
101,[],-1,days3_weeks1,0.7,0,5029952,156.666666667,$200,"Salve Michele, Grazie per la email. 
Le date coincidono benissimo, posso ""incontrarvi"" a mezza strada a 135 a notte+spese pulizia.
Se interessati mi conferma e Le mando l'offerta. Mi spiace! Fosse gennaio non avrei problemi ma adesso Le richieste sono diverse Anche all'ultimo minuto, 
Cordialmente
Tiziana
 *************** Hi Tiziana, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-30 to 2016-04-02. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $105/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
102,[],-1,days3_weeks1,0.8,0,8234510,129.0,$162,"Hi Michele,  We are not currently renting our apartment.  I'm sorry that the calendar made it appear open.  Hopefully you are able to find other great accommodations in New York and we wish you a wonderful trip.
All the best,
Lindsay & Ryan *************** Hi Lindsay, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $100/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
103,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817437708.0.0""><span data-reactid="".4.3.0:$817437708.0.0.0""><span data-reactid="".4.3.0:$817437708.0.0.0.$0"">David</span><span data-reactid="".4.3.0:$817437708.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817437708.0.0.0.$1"">Oggi alle 17:04</span></span></span>]",-1,days3_weeks1,0.9,0,6063050,51.0,$55,"Hi Michele, let me know if you are still planning to arrive today.

David  *************** Just reduced the price, so let me know )
David  *************** Hi, what time are you arriving today? Yes, I can reduce to 45$, let me know 
David  *************** Hi David, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
104,[],-1,days3_weeks1,0.6,0,6827028,163.0,$210,"Hello Michele
It would have to see if the housekeeper can clean the apartment tomorrow. Checkin is at 3:00 pm (15:00). I have a checkout the same day. As far as a discount I'm really sorry my price is below market. In you have any other questions pls let me know. 
Best Nancy  *************** Hi Nancy, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-29 to 2016-04-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 6 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $95/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
105,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817342598.0.0""><span data-reactid="".4.3.0:$817342598.0.0.0""><span data-reactid="".4.3.0:$817342598.0.0.0.$0"">Funda</span><span data-reactid="".4.3.0:$817342598.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817342598.0.0.0.$1"">Oggi alle 16:02</span></span></span>]",-1,days3_weeks1,0.9,0,2745620,41.0,$45,"Hi Funda, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-01 to 2016-04-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
106,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817382608.0.0""><span data-reactid="".4.3.0:$817382608.0.0.0""><span data-reactid="".4.3.0:$817382608.0.0.0.$0"">Jesse &amp; Rotem</span><span data-reactid="".4.3.0:$817382608.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".4.3.0:$817382608.0.0.0.$1"">$133</span><span data-reactid="".4.3.0:$817382608.0.0.0.3"">/notte</span></span></span>]",-1,days3_weeks1,0.6,0,10343638,82.3333333333,$133,"Hi Michele, thank you for your interest. While the apartment is available. We would be happy to host you and your friends. Since it is last minute, we could lower the price by %15, to $400, not including Airbnb's fees. We have sent you a special offer and you are welcome to book. 
All the best,
Jesse and Rotem *************** Hi Jesse And Rotem, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
107,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817912907.0.0""><span data-reactid="".4.3.0:$817912907.0.0.0""><span data-reactid="".4.3.0:$817912907.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$817912907.0.0.0.$0"">Oggi alle 22:05</span></span></span>]",-1,days3_weeks1,0.6,0,3685704,111.0,$147,"Hi Michele
Thank you for your inquiry, unfortunately we are unable to accept because our cleaner is taking the time off and we happen to be out of town that weekend. I'm so sorry, it shouldn't really be this way, but I hope you can find an alternative. Please keep us in mind for future visits!
Nick *************** Hi Nick, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-02 to 2016-04-05. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
108,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$815061312.0.0""><span data-reactid="".4.3.0:$815061312.0.0.0""><span data-reactid="".4.3.0:$815061312.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$815061312.0.0.0.$0"">lo scorso Sabato alle 21:04</span></span></span>]",-1,days3_weeks1,0.7,0,9271742,74.0,$107,"Sorry Michele but the rate is at its lowest. We normally charge $110 per night. Best of luck in your search  *************** Hi Ben, my name is Michele and I am interested in staying at your place for 3 days, from 2016-03-28 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $50/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
109,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817645642.0.0""><span data-reactid="".4.3.0:$817645642.0.0.0""><span data-reactid="".4.3.0:$817645642.0.0.0.$0"">Ellen</span><span data-reactid="".4.3.0:$817645642.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".4.3.0:$817645642.0.0.0.$1"">$45</span><span data-reactid="".4.3.0:$817645642.0.0.0.3"">/notte</span></span></span>]",-1,days3_weeks2,0.7,0,6610600,41.0,$45,"Hi Michele, Thank you for your interest in my place. I'm sorry. The most I can do is a  10% discount. 

Thanks,

Ellen *************** Hi Ellen, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-07 to 2016-04-10. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
110,[],-1,days3_weeks2,0.8,0,10164451,34.0,$46,"Hi Dave, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-08 to 2016-04-11. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
111,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817566236.0.0""><span data-reactid="".4.3.0:$817566236.0.0.0""><span data-reactid="".4.3.0:$817566236.0.0.0.$0"">Randy</span><span data-reactid="".4.3.0:$817566236.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".4.3.0:$817566236.0.0.0.$1"">$55</span><span data-reactid="".4.3.0:$817566236.0.0.0.3"">/notte</span></span></span>]",-1,days3_weeks2,0.9,0,7382396,59.0,$55,"Hi Michele! You sound like you would make for an awesome guest. I could do $55 a night. Does that work for you? *************** Hi Randy, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-04 to 2016-04-07. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $50/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
112,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817957932.0.0""><span data-reactid="".4.3.0:$817957932.0.0.0""><span data-reactid="".4.3.0:$817957932.0.0.0.$0"">Angela &amp; William</span><span data-reactid="".4.3.0:$817957932.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".4.3.0:$817957932.0.0.0.$1"">$200</span><span data-reactid="".4.3.0:$817957932.0.0.0.3"">/notte</span></span></span>, <span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817548693.0.0""><span data-reactid="".4.3.0:$817548693.0.0.0""><span data-reactid="".4.3.0:$817548693.0.0.0.$0"">Angela &amp; William</span><span data-reactid="".4.3.0:$817548693.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817548693.0.0.0.$1"">Oggi alle 18:14</span></span></span>]",-1,days3_weeks2,0.6,0,10270687,267.0,$200,"Hi Michele,

I was able to accommodate this reservation, so you can accept this one. The price its 600 in total with the cleaning fees, and AirBnb Service Fee Already Included, 300 less than the original price.Please accept it or deny it as quick as possible as i have to respond to other inquiries.

Best Regards

Angela *************** Hi Michele,

The lower i can do to you its 190 a night on this dates. I made a mistake and sent you the pre-aproval. What we can do its. Deny this approved request ,and send me a new one and i will fix the price at 190... *************** Hi Michele , 


I approved your request about lowering the price let me see if i could lower it, but 160 i dont think is possible i will get back to you in about 5 hours or before... *************** Hi Angela & William, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-09 to 2016-04-12. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $160/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
113,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817537904.0.0""><span data-reactid="".4.3.0:$817537904.0.0.0""><span data-reactid="".4.3.0:$817537904.0.0.0.$0"">Shannon</span><span data-reactid="".4.3.0:$817537904.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817537904.0.0.0.$1"">Oggi alle 18:07</span></span></span>]",-1,days3_weeks2,0.7,0,8111575,92.0,$100,"Hello there, thx for your interest in our home.  We love for u all to stay with us,  but we unfortunately can't adjust the pric:( it's a very busy time and dates keep keeping snatched up. Winter was slow so we need the current price to catch up. I hope you'll still consider staying in our apt. All the best, Shannon *************** Hi Shannon, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-09 to 2016-04-12. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $60/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
114,[],-1,days3_weeks2,0.8,0,9509138,141.666666667,$184,"Hi Riley, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-06 to 2016-04-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $110/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
115,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817571300.0.0""><span data-reactid="".4.3.0:$817571300.0.0.0""><span data-reactid="".4.3.0:$817571300.0.0.0.$0"">Kaci</span><span data-reactid="".4.3.0:$817571300.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817571300.0.0.0.$1"">Oggi alle 18:28</span></span></span>]",-1,days3_weeks2,0.9,0,9898344,207.0,$225,"Hello Michelle, your reservation is approved you can go ahead and book it. Just to let you know I have 2 more requests for this days and I did pre-approved them as well. Now it's who ever will book it first. Thank you  *************** Hi Kaci, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-05 to 2016-04-08. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 5 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $185/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
116,[],-1,days3_weeks2,0.6,0,10130342,78.0,$85,"Hi Kc, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-03 to 2016-04-06. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $45/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
117,[],-1,days3_weeksM,0.6,0,5870127,161.0,$200,"Hi Michele - We could make an exception with this price. The cleaning fee is also $75 per stay. Does this work for you? *************** Hi Sarah, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-12 to 2016-04-15. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $95/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
118,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$816370310.0.0""><span data-reactid="".4.3.0:$816370310.0.0.0""><span data-reactid="".4.3.0:$816370310.0.0.0.$0"">Angele</span><span data-reactid="".4.3.0:$816370310.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$816370310.0.0.0.$1"">Ieri alle 22:41</span></span></span>]",-1,days3_weeksM,0.7,0,7887966,115.0,$125,"Hi Michele,

I pre-approved your request without reading that you were asking for $80/night.  Unfortunately, I am not able to reduce the rate by 50%.  

Please feel free to ask any questions and I will do my best to answer them.

Angele *************** Hi Angele, my name is Michele and I am interested in staying at your place for 3 days, from 2016-06-20 to 2016-06-23. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $80/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
119,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$816688596.0.0""><span data-reactid="".4.3.0:$816688596.0.0.0""><span data-reactid="".4.3.0:$816688596.0.0.0.$0"">Johnny</span><span data-reactid="".4.3.0:$816688596.0.0.0.1""> ha inviato un'offerta speciale di </span><span data-reactid="".4.3.0:$816688596.0.0.0.$1"">$125</span><span data-reactid="".4.3.0:$816688596.0.0.0.3"">/notte</span></span></span>]",-1,days3_weeksM,0.8,0,5371463,116.666666667,$125,"Hi Michele, 

Thanks for writing. I would be more than happy to host you but the best offer I can make is $125 a night since it's peak season and I usually don't have trouble filling the space at my asking price. Most of my friends in university were communications or design students and I dated a girl from Milan for some time, so you would be in good hands. Let me know if this will work and all the best either way.

- Johnny  *************** Hi Johnny, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-18 to 2016-04-21. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $90/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
120,[],-1,days3_weeksM,0.9,0,256153,263.0,$318,"Hi Paul, my name is Michele and I am interested in staying at your place for 3 days, from 2016-06-06 to 2016-06-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $235/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
121,[],-1,days3_weeksM,0.6,0,4000621,115.0,$148,"Hi Michele, sorry for the late response.  I thought I had answered you, but see my message didn't go through.  Yes the dates are avail, but I cannot lower the rate.  Thank you for your interest in Hancock House.  Please let me know if I can be of further assistance.  Nicci *************** Hi Nicci & David, my name is Michele and I am interested in staying at your place for 3 days, from 2016-04-19 to 2016-04-22. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $65/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
122,[],-1,days3_weeksM,0.7,0,374548,78.0,$98,"Hi Michele,

Thank you for reaching out to us.  I believe that I have someone who will be jumping into this time slot.  It seems to be a snug fit.

I would recommend that you check out other offerings in our lovely neighborhood, or Brooklyn in general, which is quite vibrant (and safe) these days.

Best regards,

Mark *************** Hi Mark, my name is Michele and I am interested in staying at your place for 3 days, from 2016-06-01 to 2016-06-04. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $50/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
123,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817548102.0.0""><span data-reactid="".4.3.0:$817548102.0.0.0""><span data-reactid="".4.3.0:$817548102.0.0.0.$0"">Arthur</span><span data-reactid="".4.3.0:$817548102.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817548102.0.0.0.$1"">Oggi alle 18:13</span></span></span>, <span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817546880.0.0""><span data-reactid="".4.3.0:$817546880.0.0.0""><span data-reactid="".4.3.0:$817546880.0.0.0.$0"">Arthur</span><span data-reactid="".4.3.0:$817546880.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817546880.0.0.0.$1"">Oggi alle 18:13</span></span></span>]",-1,days3_weeksM,0.8,0,4395218,148.0,$160,"Hello, 
I'm afraid the price is non-negotiable.  *************** Hi Arthur, my name is Michele and I am interested in staying at your place for 3 days, from 2016-05-06 to 2016-05-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $115/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
